runtime,theme,size,seed,variant,days,cpu_ms,wall_ms
node,lakeBasin,128,6,soil-saturation,73,94112,105561.2295999988
node,lakeBasin,128,6,water-wasm,73,76092,80438.9104000004
node,lakeBasin,128,6,combined,73,49724,52612.266900002025
node,lakeBasin,128,7,baseline,73,101439,111530.63559999922
node,lakeBasin,128,7,water-sparse,73,73233,76404.97489999933
node,lakeBasin,128,7,soil-cache,73,94240,97675.53180000093
node,lakeBasin,128,7,soil-saturation,73,95718,103742.57800000068
node,lakeBasin,128,7,water-wasm,73,78732,83367.82690000208
node,lakeBasin,128,7,combined,73,52099,54062.07990000071
node,lakeBasin,128,8,baseline,73,94576,98399.63329999987
node,lakeBasin,128,8,water-sparse,73,72438,81975.39449999668
node,lakeBasin,128,8,soil-cache,73,88173,92960.36240000045
node,lakeBasin,128,8,soil-saturation,73,89674,96824.96489999769
node,lakeBasin,128,8,water-wasm,73,73719,76879.80040000193
node,lakeBasin,128,8,combined,73,48861,51207.19529999653
node,lakeBasin,128,9,baseline,73,94079,96420.39509999938
node,lakeBasin,128,9,water-sparse,73,72404,74463.51939999964
node,lakeBasin,128,9,soil-cache,73,87328,89942.39119999995
node,lakeBasin,128,9,soil-saturation,73,88585,90949.90810000058
node,lakeBasin,128,9,water-wasm,73,71877,73818.88829999603
node,lakeBasin,128,9,combined,73,49075,50456.04159999685
node,lakeBasin,256,1,baseline,73,215908,222122.312600011
node,lakeBasin,256,1,water-sparse,73,173468,178675.612900001
node,lakeBasin,256,1,soil-cache,73,203230,208593.22709999885
node,lakeBasin,256,1,soil-saturation,73,207987,213499.36160000227
node,lakeBasin,256,1,water-wasm,73,167953,172643.82649999112
node,lakeBasin,256,1,combined,73,119831,122956.07489999756
node,lakeBasin,256,2,baseline,73,202666,211124.4591000043
node,lakeBasin,256,2,water-sparse,73,160280,165607.05660000443
node,lakeBasin,256,2,soil-cache,73,188250,195212.3836999964
node,lakeBasin,256,2,soil-saturation,73,197157,204341.82009999081
node,lakeBasin,256,2,water-wasm,73,163998,171111.65930000506
node,lakeBasin,256,2,combined,73,115393,120712.58749999665
node,lakeBasin,256,3,baseline,73,246470,254211.05789999105
node,lakeBasin,256,3,water-sparse,73,242945,249030.62460000068
node,lakeBasin,256,3,soil-cache,73,230740,236440.06909998693
node,lakeBasin,256,3,soil-saturation,73,238081,245374.9239000026
node,lakeBasin,256,3,water-wasm,73,194020,206402.16210001148
node,lakeBasin,256,3,combined,73,171548,177485.55990000442
node,lakeBasin,96,1,baseline,73,52685,58088.83540000005
node,lakeBasin,96,1,water-sparse,73,41029,44673.803300000145
node,lakeBasin,96,1,soil-cache,73,48812,53072.944700000095
node,lakeBasin,96,1,soil-saturation,73,49609,52215.7276000001
node,lakeBasin,96,1,water-wasm,73,39737,40715.01049999994
node,lakeBasin,96,1,combined,73,27310,27841.68690000005
node,riverValley,128,1,baseline,73,16907,17557.302600000083
node,riverValley,128,1,water-sparse,73,15482,18587.94339999999
node,riverValley,128,1,soil-cache,73,16811,18773.71659999984
node,riverValley,128,1,soil-saturation,73,17296,18608.040600000008
node,riverValley,128,1,water-wasm,73,13297,13586.508599999972
node,riverValley,128,1,combined,73,11864,12374.906100000197
node,riverValley,128,10,baseline,73,16969,17518.737300000037
node,riverValley,128,10,water-sparse,73,14485,14843.78929999983
node,riverValley,128,10,soil-cache,73,15955,16421.099799999967
node,riverValley,128,10,soil-saturation,73,17172,17409.257799999265
node,riverValley,128,10,water-wasm,73,13628,13902.133399999759
node,riverValley,128,10,combined,73,12231,12635.62830000004
node,riverValley,128,11,baseline,73,20986,23845.720100001025
node,riverValley,128,11,water-sparse,73,19159,20632.395099999732
node,riverValley,128,11,soil-cache,73,19030,19647.212700000033
node,riverValley,128,11,soil-saturation,73,20877,23547.712100001052
node,riverValley,128,11,water-wasm,73,17610,19886.361899999436
node,riverValley,128,11,combined,73,16750,19172.16680000053
node,riverValley,128,12,baseline,73,19812,22178.561599999666
node,riverValley,128,12,water-sparse,73,18673,20838.01450000098
node,riverValley,128,12,soil-cache,73,19357,20547.234299999545
node,riverValley,128,12,soil-saturation,73,20866,23435.388600000297
node,riverValley,128,12,water-wasm,73,17403,19147.260099999723
node,riverValley,128,12,combined,73,15613,17314.27990000008
node,riverValley,128,13,baseline,73,18516,22582.763899999787
node,riverValley,128,13,water-sparse,73,16484,17888.849100000225
node,riverValley,128,13,soil-cache,73,18123,20472.167399999802
node,riverValley,128,13,soil-saturation,73,19265,22615.71309999982
node,riverValley,128,13,water-wasm,73,15279,17184.50519999978
node,riverValley,128,13,combined,73,13593,15068.27409999969
node,riverValley,128,14,baseline,73,18671,20136.72820000013
node,riverValley,128,14,water-sparse,73,16201,17161.895799999824
node,riverValley,128,14,soil-cache,73,17174,21765.934199999785
node,riverValley,128,14,soil-saturation,73,18863,21973.96339999861
node,riverValley,128,14,water-wasm,73,15061,16803.70189999987
node,riverValley,128,14,combined,73,13042,14101.561300000409
node,riverValley,128,15,baseline,73,19113,19931.104900000384
node,riverValley,128,15,water-sparse,73,17424,18196.812900000485
node,riverValley,128,15,soil-cache,73,17752,18392.706299999845
node,riverValley,128,15,soil-saturation,73,19135,19958.37710000039
node,riverValley,128,15,water-wasm,73,15766,16284.227800000343
node,riverValley,128,15,combined,73,13716,14165.843600000022
node,riverValley,128,16,baseline,73,17809,18428.104299999774
node,riverValley,128,16,water-sparse,73,15561,16211.55510000058
node,riverValley,128,16,soil-cache,73,16673,17190.50129999942
node,riverValley,128,16,soil-saturation,73,17735,18589.566600000602
node,riverValley,128,16,water-wasm,73,14613,15536.393699999899
node,riverValley,128,16,combined,73,12594,13163.256999999168
node,riverValley,128,17,baseline,73,18236,18970.623799999477
node,riverValley,128,17,water-sparse,73,15753,16698.84480000008
node,riverValley,128,17,soil-cache,73,17655,18883.60379999969
node,riverValley,128,17,soil-saturation,73,17746,18738.54659999872
node,riverValley,128,17,water-wasm,73,14487,15539.995200000238
node,riverValley,128,17,combined,73,12548,13384.746699999669
node,riverValley,128,18,baseline,73,17387,18314.245500000077
node,riverValley,128,18,water-sparse,73,15968,16597.722099999897
node,riverValley,128,18,soil-cache,73,16344,16975.995600000024
node,riverValley,128,18,soil-saturation,73,17940,18503.309400000027
node,riverValley,128,18,water-wasm,73,14374,15080.092599999392
node,riverValley,128,18,combined,73,12704,13452.266300000134
node,riverValley,128,19,baseline,73,17921,19196.083600000595
node,riverValley,128,19,water-sparse,73,18765,19683.19999999937
node,riverValley,128,19,soil-cache,73,17003,17718.761000000988
node,riverValley,128,19,soil-saturation,73,18332,19417.747199999634
node,riverValley,128,19,water-wasm,73,15432,16132.963300000061
node,riverValley,128,19,combined,73,15159,15926.813800000236
node,riverValley,128,2,baseline,73,17625,17992.367200000066
node,riverValley,128,2,water-sparse,73,15986,16252.281399999803
node,riverValley,128,2,soil-cache,73,15923,16540.96279999992
node,riverValley,128,2,soil-saturation,73,18049,18802.873799999797
node,riverValley,128,2,water-wasm,73,14503,15136.328299999994
node,riverValley,128,2,combined,73,12642,13144.977100000164
node,riverValley,128,20,baseline,73,20545,21694.780800000182
node,riverValley,128,20,water-sparse,73,20220,21083.38880000019
node,riverValley,128,20,soil-cache,73,19764,21074.100500000524
node,riverValley,128,20,soil-saturation,73,21342,22453.32619999966
node,riverValley,128,20,water-wasm,73,17427,18291.572600001004
node,riverValley,128,20,combined,73,16095,17079.382699999725
node,riverValley,128,21,baseline,73,18809,21782.60390000022
node,riverValley,128,21,water-sparse,73,16359,19191.259700000403
node,riverValley,128,21,soil-cache,73,17755,19041.183599998825
node,riverValley,128,21,soil-saturation,73,18872,20131.697899999912
node,riverValley,128,21,water-wasm,73,15650,19350.992700000177
node,riverValley,128,21,combined,73,13359,17138.30070000002
node,riverValley,128,22,baseline,73,17304,20885.839699999313
node,riverValley,128,22,water-sparse,73,15622,17951.907499999274
node,riverValley,128,22,soil-cache,73,16656,18508.997000000323
node,riverValley,128,22,soil-saturation,73,17514,18187.388400000287
node,riverValley,128,22,water-wasm,73,13907,15188.094100000337
node,riverValley,128,22,combined,73,12817,14460.514300000272
node,riverValley,128,23,baseline,73,21200,26180.23119999934
node,riverValley,128,23,water-sparse,73,21201,24751.827000001213
node,riverValley,128,23,soil-cache,73,20325,22516.273099999293
node,riverValley,128,23,soil-saturation,73,21688,23418.628299999866
node,riverValley,128,23,water-wasm,73,17559,18873.05859999929
node,riverValley,128,23,combined,73,16483,18341.271300000255
node,riverValley,128,24,baseline,73,19377,22442.630399999674
node,riverValley,128,24,water-sparse,73,17626,19206.719299999415
node,riverValley,128,24,soil-cache,73,17783,19225.125900000567
node,riverValley,128,24,soil-saturation,73,19451,21567.14449999947
node,riverValley,128,24,water-wasm,73,15875,16928.72459999891
node,riverValley,128,24,combined,73,13799,14447.531500000507
node,riverValley,128,25,baseline,73,18803,20289.366299999412
node,riverValley,128,25,water-sparse,73,17155,18434.92030000058
node,riverValley,128,25,soil-cache,73,18107,19221.73960000032
node,riverValley,128,25,soil-saturation,73,19282,20404.40269999986
node,riverValley,128,25,water-wasm,73,15204,16295.964699999779
node,riverValley,128,25,combined,73,13783,15232.678800000343
node,riverValley,128,26,baseline,73,18735,20511.87120000075
node,riverValley,128,26,water-sparse,73,16486,17895.753400000394
node,riverValley,128,26,soil-cache,73,17705,19402.68649999937
node,riverValley,128,26,soil-saturation,73,19253,20792.0148999996
node,riverValley,128,26,water-wasm,73,15357,16448.252299999585
node,riverValley,128,26,combined,73,13075,14768.941300000879
node,riverValley,128,27,baseline,73,16982,17980.804199999897
node,riverValley,128,27,water-sparse,73,15722,16941.877299999585
node,riverValley,128,27,soil-cache,73,16499,17176.686899999622
node,riverValley,128,27,soil-saturation,73,17220,18573.668000000296
node,riverValley,128,27,water-wasm,73,14064,15079.779600000009
node,riverValley,128,27,combined,73,12327,13290.718400000129
node,riverValley,128,28,baseline,73,19472,20890.332000000402
node,riverValley,128,28,water-sparse,73,17216,17985.32190000126
node,riverValley,128,28,soil-cache,73,18380,19592.766400001477
node,riverValley,128,28,soil-saturation,73,19843,20734.35560000036
node,riverValley,128,28,water-wasm,73,16050,17982.412800000748
node,riverValley,128,28,combined,73,14128,15397.926599999657
node,riverValley,128,29,baseline,73,19402,20596.35000000056
node,riverValley,128,29,water-sparse,73,17781,19494.544900000794
node,riverValley,128,29,soil-cache,73,18621,19890.784100000514
node,riverValley,128,29,soil-saturation,73,19453,20791.869200000307
node,riverValley,128,29,water-wasm,73,15808,16912.524000000674
node,riverValley,128,29,combined,73,13878,14747.77059999993
node,riverValley,128,3,baseline,73,17688,18097.25999999995
node,riverValley,128,3,water-sparse,73,15644,16147.637999999977
node,riverValley,128,3,soil-cache,73,16812,17535.102100000135
node,riverValley,128,3,soil-saturation,73,18136,18804.290099999693
node,riverValley,128,3,water-wasm,73,14842,15268.523300000088
node,riverValley,128,3,combined,73,13125,13422.99730000025
node,riverValley,128,30,baseline,73,20580,22097.277299999725
node,riverValley,128,30,water-sparse,73,20440,22076.217199998908
node,riverValley,128,30,soil-cache,73,19484,21149.16489999974
node,riverValley,128,30,soil-saturation,73,21142,23070.214999999152
node,riverValley,128,30,water-wasm,73,17761,19681.249000001
node,riverValley,128,30,combined,73,16919,18639.09549999889
node,riverValley,128,4,baseline,73,18469,18948.23900000006
node,riverValley,128,4,water-sparse,73,17374,18082.112500000105
node,riverValley,128,4,soil-cache,73,17531,17926.692700000305
node,riverValley,128,4,soil-saturation,73,18856,19203.629799999704
node,riverValley,128,4,water-wasm,73,15131,15373.732899999886
node,riverValley,128,4,combined,73,13856,14155.376900000032
node,riverValley,128,5,baseline,73,20840,21502.27159999998
node,riverValley,128,5,water-sparse,73,19090,19600.836400000146
node,riverValley,128,5,soil-cache,73,19330,19751.01449999999
node,riverValley,128,5,soil-saturation,73,20670,21305.942099999927
node,riverValley,128,5,water-wasm,73,17485,18228.97990000021
node,riverValley,128,5,combined,73,15654,16140.631999999809
node,riverValley,128,6,baseline,73,17422,17876.883199999807
node,riverValley,128,6,water-sparse,73,15734,16285.598400000017
node,riverValley,128,6,soil-cache,73,16768,16972.126599999727
node,riverValley,128,6,soil-saturation,73,18126,18537.84809999977
node,riverValley,128,6,water-wasm,73,14482,14642.672399999865
node,riverValley,128,6,combined,73,12748,12978.454900000186
node,riverValley,128,7,baseline,73,18954,19230.452100000053
node,riverValley,128,7,water-sparse,73,17267,17661.498499999754
node,riverValley,128,7,soil-cache,73,17280,17752.876300000178
node,riverValley,128,7,soil-saturation,73,19171,19512.8836
node,riverValley,128,7,water-wasm,73,15281,15545.52949999983
node,riverValley,128,7,combined,73,14002,14207.810599999793
node,riverValley,128,8,baseline,73,17010,17622.559000000183
node,riverValley,128,8,water-sparse,73,15468,15972.55969999975
node,riverValley,128,8,soil-cache,73,15799,16234.271200000192
node,riverValley,128,8,soil-saturation,73,17221,17831.980299999996
node,riverValley,128,8,water-wasm,73,14251,14921.67009999993
node,riverValley,128,8,combined,73,12801,13240.274899999902
node,riverValley,128,9,baseline,73,18251,18961.44180000032
node,riverValley,128,9,water-sparse,73,16250,16743.356900000188
node,riverValley,128,9,soil-cache,73,17373,18260.804199999548
node,riverValley,128,9,soil-saturation,73,19011,19735.28669999953
node,riverValley,128,9,water-wasm,73,15364,16061.649700000009
node,riverValley,128,9,combined,73,13249,13927.81280000013
node,riverValley,256,1,baseline,73,75970,79194.03359999973
node,riverValley,256,1,water-sparse,73,66839,69023.79829999898
node,riverValley,256,1,soil-cache,73,71848,74638.24629999883
node,riverValley,256,1,soil-saturation,73,77158,80227.50530000124
node,riverValley,256,1,water-wasm,73,62969,65386.17010000069
node,riverValley,256,1,combined,73,55868,58051.4887000015
node,riverValley,256,2,baseline,73,66578,71236.13430000469
node,riverValley,256,2,water-sparse,73,66942,71346.89969999995
node,riverValley,256,2,soil-cache,73,63482,67282.75210000109
node,riverValley,256,2,soil-saturation,73,69319,73468.86740000267
node,riverValley,256,2,water-wasm,73,57780,61903.95490000211
node,riverValley,256,2,combined,73,57892,61662.9797999952
node,riverValley,256,3,baseline,73,76551,79251.50200000126
node,riverValley,256,3,water-sparse,73,78241,81477.34999999776
node,riverValley,256,3,soil-cache,73,73048,75421.00709999818
node,riverValley,256,3,soil-saturation,73,79962,83118.03200000059
node,riverValley,256,3,water-wasm,73,66590,68985.6825000029
node,riverValley,256,3,combined,73,64583,66950.02929999959
node,riverValley,96,1,baseline,73,11155,11321.147699999976
node,riverValley,96,1,water-sparse,73,10032,10235.977499999995
node,riverValley,96,1,soil-cache,73,10172,10315.234400000014
node,riverValley,96,1,soil-saturation,73,10968,11142.73859999998
node,riverValley,96,1,water-wasm,73,8764,8854.336299999999
node,riverValley,96,1,combined,73,7732,7921.4923999999555
chromium,canyon,128,1,baseline,73,,12783.400000035763
chromium,canyon,128,1,water-sparse,73,,12550.999999940395
chromium,canyon,128,1,soil-cache,73,,13545.299999535084
chromium,canyon,128,1,soil-saturation,73,,14579.400000572205
chromium,canyon,128,1,water-wasm,73,,11063.500000059605
chromium,canyon,128,1,combined,73,,10547.799999773502
chromium,canyon,128,10,baseline,73,,25966.900000035763
chromium,canyon,128,10,water-sparse,73,,13216.80000013113
chromium,canyon,128,10,soil-cache,73,,11650.100000143051
chromium,canyon,128,10,soil-saturation,73,,16537.800000071526
chromium,canyon,128,10,water-wasm,73,,18579.499999642372
chromium,canyon,128,10,combined,73,,14709.699999630451
chromium,canyon,128,11,baseline,73,,14240.30000025034
chromium,canyon,128,11,water-sparse,73,,13230.500000059605
chromium,canyon,128,11,soil-cache,73,,12843.99999988079
chromium,canyon,128,11,soil-saturation,73,,13911.50000011921
chromium,canyon,128,11,water-wasm,73,,37312.89999973774
chromium,canyon,128,11,combined,73,,10616.600000083447
chromium,canyon,128,12,baseline,73,,12465.200000107288
chromium,canyon,128,12,water-sparse,73,,11757.69999986887
chromium,canyon,128,12,soil-cache,73,,12258.499999821186
chromium,canyon,128,12,soil-saturation,73,,24529.900000095367
chromium,canyon,128,12,water-wasm,73,,24029.799999654293
chromium,canyon,128,12,combined,73,,11801.899999976158
chromium,canyon,128,13,baseline,73,,13031.700000286102
chromium,canyon,128,13,water-sparse,73,,12096.89999973774
chromium,canyon,128,13,soil-cache,73,,12747.499999821186
chromium,canyon,128,13,soil-saturation,73,,13676.499999821186
chromium,canyon,128,13,water-wasm,73,,11744.399999797344
chromium,canyon,128,13,combined,73,,10891.099999725819
chromium,canyon,128,14,baseline,73,,11891.700000286102
chromium,canyon,128,14,water-sparse,73,,12420.599999785423
chromium,canyon,128,14,soil-cache,73,,11138.400000095367
chromium,canyon,128,14,soil-saturation,73,,13859.200000345707
chromium,canyon,128,14,water-wasm,73,,11980.400000035763
chromium,canyon,128,14,combined,73,,11309.299999892712
chromium,canyon,128,15,baseline,73,,12655.100000083447
chromium,canyon,128,15,water-sparse,73,,12796.299999654293
chromium,canyon,128,15,soil-cache,73,,12477.900000333786
chromium,canyon,128,15,soil-saturation,73,,14341.299999833107
chromium,canyon,128,15,water-wasm,73,,10144.700000047684
chromium,canyon,128,15,combined,73,,11349.599999904633
chromium,canyon,128,16,baseline,73,,13313.900000333786
chromium,canyon,128,16,water-sparse,73,,11991.300000190735
chromium,canyon,128,16,soil-cache,73,,12281.69999974966
chromium,canyon,128,16,soil-saturation,73,,14159.399999916553
chromium,canyon,128,16,water-wasm,73,,10850.800000071526
chromium,canyon,128,16,combined,73,,10648.5
chromium,canyon,128,17,baseline,73,,11078.89999961853
chromium,canyon,128,17,water-sparse,73,,10823.199999809265
chromium,canyon,128,17,soil-cache,73,,11688.799999654293
chromium,canyon,128,17,soil-saturation,73,,12423.300000071526
chromium,canyon,128,17,water-wasm,73,,9346.600000083447
chromium,canyon,128,17,combined,73,,9327.299999892712
chromium,canyon,128,18,baseline,73,,12776.30000013113
chromium,canyon,128,18,water-sparse,73,,12007.19999974966
chromium,canyon,128,18,soil-cache,73,,11662.500000238419
chromium,canyon,128,18,soil-saturation,73,,13282.399999916553
chromium,canyon,128,18,water-wasm,73,,10760.299999833107
chromium,canyon,128,18,combined,73,,10176.100000202656
chromium,canyon,128,19,baseline,73,,12901.399999797344
chromium,canyon,128,19,water-sparse,73,,11395.299999773502
chromium,canyon,128,19,soil-cache,73,,12021.399999976158
chromium,canyon,128,19,soil-saturation,73,,13027.099999964237
chromium,canyon,128,19,water-wasm,73,,9960.199999928474
chromium,canyon,128,19,combined,73,,9646.399999976158
chromium,canyon,128,2,baseline,73,,14182.200000405312
chromium,canyon,128,2,water-sparse,73,,10857.399999439716
chromium,canyon,128,2,soil-cache,73,,11221.800000071526
chromium,canyon,128,2,soil-saturation,73,,12635.700000166893
chromium,canyon,128,2,water-wasm,73,,11368.50000011921
chromium,canyon,128,2,combined,73,,10934.30000013113
chromium,canyon,128,20,baseline,73,,11558.700000047684
chromium,canyon,128,20,water-sparse,73,,11477.300000071526
chromium,canyon,128,20,soil-cache,73,,11533.299999833107
chromium,canyon,128,20,soil-saturation,73,,12592.000000298023
chromium,canyon,128,20,water-wasm,73,,9484.899999976158
chromium,canyon,128,20,combined,73,,9716.499999284744
chromium,canyon,128,21,baseline,73,,12150.099999964237
chromium,canyon,128,21,water-sparse,73,,10988.900000035763
chromium,canyon,128,21,soil-cache,73,,10956.900000154972
chromium,canyon,128,21,soil-saturation,73,,13176.599999904633
chromium,canyon,128,21,water-wasm,73,,10206
chromium,canyon,128,21,combined,73,,9839.900000274181
chromium,canyon,128,22,baseline,73,,11833.099999725819
chromium,canyon,128,22,water-sparse,73,,10904.099999845028
chromium,canyon,128,22,soil-cache,73,,10748.499999761581
chromium,canyon,128,22,soil-saturation,73,,12727.899999916553
chromium,canyon,128,22,water-wasm,73,,9667.899999856949
chromium,canyon,128,22,combined,73,,9904.999999523163
chromium,canyon,128,23,baseline,73,,10626.899999797344
chromium,canyon,128,23,water-sparse,73,,9978.999999701977
chromium,canyon,128,23,soil-cache,73,,10434.400000035763
chromium,canyon,128,23,soil-saturation,73,,11893.099999964237
chromium,canyon,128,23,water-wasm,73,,9079.09999960661
chromium,canyon,128,23,combined,73,,8805.100000202656
chromium,canyon,128,24,baseline,73,,11577.500000357628
chromium,canyon,128,24,water-sparse,73,,10860.600000023842
chromium,canyon,128,24,soil-cache,73,,11462.400000095367
chromium,canyon,128,24,soil-saturation,73,,12890.200000047684
chromium,canyon,128,24,water-wasm,73,,9512.700000464916
chromium,canyon,128,24,combined,73,,9451.900000035763
chromium,canyon,128,25,baseline,73,,11346.199999928474
chromium,canyon,128,25,water-sparse,73,,10297.099999964237
chromium,canyon,128,25,soil-cache,73,,11539.199999809265
chromium,canyon,128,25,soil-saturation,73,,14510.699999809265
chromium,canyon,128,25,water-wasm,73,,19808.700000226498
chromium,canyon,128,25,combined,73,,21808.90000039339
chromium,canyon,128,26,baseline,73,,12998.999999523163
chromium,canyon,128,26,water-sparse,73,,12906.099999904633
chromium,canyon,128,26,soil-cache,73,,14138.299999892712
chromium,canyon,128,26,soil-saturation,73,,44716.29999959469
chromium,canyon,128,26,water-wasm,73,,13237.599999904633
chromium,canyon,128,26,combined,73,,11792.70000052452
chromium,canyon,128,27,baseline,73,,11815.400000154972
chromium,canyon,128,27,water-sparse,73,,13884.200000286102
chromium,canyon,128,27,soil-cache,73,,18991.69999986887
chromium,canyon,128,27,soil-saturation,73,,21763.400000452995
chromium,canyon,128,27,water-wasm,73,,15242.100000023842
chromium,canyon,128,27,combined,73,,13531.40000039339
chromium,canyon,128,28,baseline,73,,12963.50000011921
chromium,canyon,128,28,water-sparse,73,,12089.700000047684
chromium,canyon,128,28,soil-cache,73,,43470.30000025034
chromium,canyon,128,28,soil-saturation,73,,16095.699999928474
chromium,canyon,128,28,water-wasm,73,,11759.10000026226
chromium,canyon,128,28,combined,73,,10372.199999809265
chromium,canyon,128,29,baseline,73,,14002.499999821186
chromium,canyon,128,29,water-sparse,73,,11596.800000309944
chromium,canyon,128,29,soil-cache,73,,13018.899999499321
chromium,canyon,128,29,soil-saturation,73,,17250.500000298023
chromium,canyon,128,29,water-wasm,73,,10697.499999940395
chromium,canyon,128,29,combined,73,,12731.300000369549
chromium,canyon,128,3,baseline,73,,13026.000000178814
chromium,canyon,128,3,water-sparse,73,,14666.400000154972
chromium,canyon,128,3,soil-cache,73,,13926.999999701977
chromium,canyon,128,3,soil-saturation,73,,14277.10000038147
chromium,canyon,128,3,water-wasm,73,,11358.099999904633
chromium,canyon,128,3,combined,73,,10606.80000025034
chromium,canyon,128,30,baseline,73,,15379.200000047684
chromium,canyon,128,30,water-sparse,73,,17232.100000321865
chromium,canyon,128,30,soil-cache,73,,16760.999999701977
chromium,canyon,128,30,soil-saturation,73,,18354.700000286102
chromium,canyon,128,30,water-wasm,73,,13855
chromium,canyon,128,30,combined,73,,11477.09999960661
chromium,canyon,128,4,baseline,73,,13027.999999761581
chromium,canyon,128,4,water-sparse,73,,12156.400000095367
chromium,canyon,128,4,soil-cache,73,,11546.700000107288
chromium,canyon,128,4,soil-saturation,73,,15037.099999904633
chromium,canyon,128,4,water-wasm,73,,11108.700000047684
chromium,canyon,128,4,combined,73,,10602.699999988079
chromium,canyon,128,5,baseline,73,,13714.500000178814
chromium,canyon,128,5,water-sparse,73,,12818.800000309944
chromium,canyon,128,5,soil-cache,73,,12948.999999642372
chromium,canyon,128,5,soil-saturation,73,,16415.600000023842
chromium,canyon,128,5,water-wasm,73,,10642.199999988079
chromium,canyon,128,5,combined,73,,10413.399999976158
chromium,canyon,128,6,baseline,73,,13612.300000071526
chromium,canyon,128,6,water-sparse,73,,13628.299999833107
chromium,canyon,128,6,soil-cache,73,,12948.399999797344
chromium,canyon,128,6,soil-saturation,73,,14950.799999713898
chromium,canyon,128,6,water-wasm,73,,12448.50000011921
chromium,canyon,128,6,combined,73,,10550.400000274181
chromium,canyon,128,7,baseline,73,,12771.50000011921
chromium,canyon,128,7,water-sparse,73,,13420.300000011921
chromium,canyon,128,7,soil-cache,73,,12674.30000013113
chromium,canyon,128,7,soil-saturation,73,,14543.59999960661
chromium,canyon,128,7,water-wasm,73,,10907.999999642372
chromium,canyon,128,7,combined,73,,11911.300000190735
chromium,canyon,128,8,baseline,73,,12344.399999976158
chromium,canyon,128,8,water-sparse,73,,12100.400000452995
chromium,canyon,128,8,soil-cache,73,,12311.100000023842
chromium,canyon,128,8,soil-saturation,73,,14863.299999892712
chromium,canyon,128,8,water-wasm,73,,10514.499999940395
chromium,canyon,128,8,combined,73,,10821.40000039339
chromium,canyon,128,9,baseline,73,,13364.10000026226
chromium,canyon,128,9,water-sparse,73,,11908.099999964237
chromium,canyon,128,9,soil-cache,73,,42749.50000023842
chromium,canyon,128,9,soil-saturation,73,,17308.600000083447
chromium,canyon,128,9,water-wasm,73,,11546.399999797344
chromium,canyon,128,9,combined,73,,12458.700000166893
chromium,canyon,256,1,baseline,73,,45655.89999991655
chromium,canyon,256,1,water-sparse,73,,40557.50000011921
chromium,canyon,256,1,soil-cache,73,,41579.89999961853
chromium,canyon,256,1,soil-saturation,73,,48605.099999666214
chromium,canyon,256,1,water-wasm,73,,36141.300000309944
chromium,canyon,256,1,combined,73,,38510.400000333786
chromium,canyon,256,2,baseline,73,,41276.19999998808
chromium,canyon,256,2,water-sparse,73,,38947.00000029802
chromium,canyon,256,2,soil-cache,73,,41521.09999972582
chromium,canyon,256,2,soil-saturation,73,,46658.199999928474
chromium,canyon,256,2,water-wasm,73,,34891.69999998808
chromium,canyon,256,2,combined,73,,34546.89999991655
chromium,canyon,256,3,baseline,73,,48421.29999959469
chromium,canyon,256,3,water-sparse,73,,40377.39999973774
chromium,canyon,256,3,soil-cache,73,,44775.10000002384
chromium,canyon,256,3,soil-saturation,73,,49976.000000178814
chromium,canyon,256,3,water-wasm,73,,41550.49999964237
chromium,canyon,256,3,combined,73,,40155.499999940395
chromium,canyon,96,1,baseline,73,,7859.5000004172325
chromium,canyon,96,1,water-sparse,73,,8535.500000298023
chromium,canyon,96,1,soil-cache,73,,7630.000000298023
chromium,canyon,96,1,soil-saturation,73,,8174.199999690056
chromium,canyon,96,1,water-wasm,73,,6388.6999997496605
chromium,canyon,96,1,combined,73,,6072.499999940395
chromium,delta,128,1,baseline,73,,50616.50000029802
chromium,delta,128,1,water-sparse,73,,42771.999999821186
chromium,delta,128,1,soil-cache,73,,30139.000000178814
chromium,delta,128,1,soil-saturation,73,,41123.700000047684
chromium,delta,128,1,water-wasm,73,,37752
chromium,delta,128,1,combined,73,,28023.499999940395
chromium,delta,128,10,baseline,73,,89496.50000023842
chromium,delta,128,10,water-sparse,73,,38822.89999997616
chromium,delta,128,10,soil-cache,73,,41140.899999558926
chromium,delta,128,10,soil-saturation,73,,37177.60000008345
chromium,delta,128,10,water-wasm,73,,28462.90000027418
chromium,delta,128,10,combined,73,,123633.19999986887
chromium,delta,128,11,baseline,73,,42860.90000021458
chromium,delta,128,11,water-sparse,73,,42529.29999989271
chromium,delta,128,11,soil-cache,73,,58987.2999997139
chromium,delta,128,11,soil-saturation,73,,48511.70000010729
chromium,delta,128,11,water-wasm,73,,37383.29999989271
chromium,delta,128,11,combined,73,,31585.800000309944
chromium,delta,128,12,baseline,73,,47444.69999986887
chromium,delta,128,12,water-sparse,73,,44210.09999996424
chromium,delta,128,12,soil-cache,73,,49554.10000026226
chromium,delta,128,12,soil-saturation,73,,46783.100000321865
chromium,delta,128,12,water-wasm,73,,45900.99999976158
chromium,delta,128,12,combined,73,,36151.50000041723
chromium,delta,128,13,baseline,73,,41754.700000703335
chromium,delta,128,13,water-sparse,73,,88347.40000003576
chromium,delta,128,13,soil-cache,73,,43431.90000021458
chromium,delta,128,13,soil-saturation,73,,47423.2000002265
chromium,delta,128,13,water-wasm,73,,36280.79999989271
