runtime,theme,size,seed,variant,days,cpu_ms,wall_ms
node,highlands,128,22,baseline,73,26969,28132.24560000468
node,highlands,128,22,water-sparse,73,23019,23792.762999998406
node,highlands,128,22,soil-cache,73,24610,25615.645400001667
node,highlands,128,22,soil-saturation,73,26341,27164.83940000087
node,highlands,128,22,water-wasm,73,21530,22411.205500000156
node,highlands,128,22,combined,73,17564,18376.930899998173
node,highlands,128,23,baseline,73,20874,21440.072800000664
node,highlands,128,23,water-sparse,73,19518,20226.198199999984
node,highlands,128,23,soil-cache,73,19254,19891.99760000035
node,highlands,128,23,soil-saturation,73,19763,20326.254599999636
node,highlands,128,23,water-wasm,73,16219,16752.579300001264
node,highlands,128,23,combined,73,15668,16232.822400002275
node,highlands,128,24,baseline,73,30191,31650.5932999989
node,highlands,128,24,water-sparse,73,24730,25892.18510000035
node,highlands,128,24,soil-cache,73,29064,30547.384199997876
node,highlands,128,24,soil-saturation,73,30720,32625.87800000049
node,highlands,128,24,water-wasm,73,24779,26184.067500001285
node,highlands,128,24,combined,73,18969,20103.73730000155
node,highlands,128,25,baseline,73,24796,25783.82430000184
node,highlands,128,25,water-sparse,73,21067,21919.299599999096
node,highlands,128,25,soil-cache,73,22829,23631.88939999882
node,highlands,128,25,soil-saturation,73,23970,24732.812400000636
node,highlands,128,25,water-wasm,73,19939,20506.092399998568
node,highlands,128,25,combined,73,15718,16073.179200001061
node,highlands,128,26,baseline,73,21995,22504.37609999813
node,highlands,128,26,water-sparse,73,18755,19379.340599999763
node,highlands,128,26,soil-cache,73,18531,19225.381899997592
node,highlands,128,26,soil-saturation,73,19996,20480.40100000007
node,highlands,128,26,water-wasm,73,17800,18503.080799997784
node,highlands,128,26,combined,73,15200,15536.879199998919
node,highlands,128,27,baseline,73,20542,21321.600600002334
node,highlands,128,27,water-sparse,73,17361,17933.679800001904
node,highlands,128,27,soil-cache,73,18872,19329.847899998073
node,highlands,128,27,soil-saturation,73,20797,21348.18159999838
node,highlands,128,27,water-wasm,73,16748,17347.753500000574
node,highlands,128,27,combined,73,13831,14311.10750000272
node,highlands,128,28,baseline,73,30878,32286.72990000341
node,highlands,128,28,water-sparse,73,28332,29755.319100002293
node,highlands,128,28,soil-cache,73,28829,30355.099000002723
node,highlands,128,28,soil-saturation,73,29611,30878.682099999394
node,highlands,128,28,water-wasm,73,25659,26954.11129999906
node,highlands,128,28,combined,73,21717,22761.471299998928
node,highlands,128,29,baseline,73,25854,26447.938500001095
node,highlands,128,29,water-sparse,73,22594,23171.682599998545
node,highlands,128,29,soil-cache,73,24458,25294.242400001734
node,highlands,128,29,soil-saturation,73,24468,25298.06790000014
node,highlands,128,29,water-wasm,73,20373,20923.030300000682
node,highlands,128,29,combined,73,16672,17050.14859999949
node,highlands,128,3,baseline,73,29533,30896.06370000029
node,highlands,128,3,water-sparse,73,27981,29296.834499999648
node,highlands,128,3,soil-cache,73,27877,29557.140900001395
node,highlands,128,3,soil-saturation,73,29267,30645.111299998825
node,highlands,128,3,water-wasm,73,24255,25488.614500000607
node,highlands,128,3,combined,73,21592,22484.682600000873
node,highlands,128,30,baseline,73,18251,18632.02199999569
node,highlands,128,30,water-sparse,73,15981,16467.51990000205
node,highlands,128,30,soil-cache,73,17514,17816.25579999853
node,highlands,128,30,soil-saturation,73,19094,19469.515600004233
node,highlands,128,30,water-wasm,73,14517,14799.187500002328
node,highlands,128,30,combined,73,12592,12823.292899999302
node,highlands,128,4,baseline,73,27331,28503.187900000485
node,highlands,128,4,water-sparse,73,24533,25306.699000001652
node,highlands,128,4,soil-cache,73,26157,27302.572800001595
node,highlands,128,4,soil-saturation,73,27028,28080.2639999995
node,highlands,128,4,water-wasm,73,21689,22917.43370000017
node,highlands,128,4,combined,73,18844,19716.003799999133
node,highlands,128,5,baseline,73,22452,23356.43669999903
node,highlands,128,5,water-sparse,73,19670,20251.61109999963
node,highlands,128,5,soil-cache,73,20989,22104.256800000556
node,highlands,128,5,soil-saturation,73,21874,22660.812899999786
node,highlands,128,5,water-wasm,73,17990,18811.995699999854
node,highlands,128,5,combined,73,15344,15909.91039999947
node,highlands,128,6,baseline,73,26722,27629.974700000603
node,highlands,128,6,water-sparse,73,24048,24872.782399999443
node,highlands,128,6,soil-cache,73,26093,30268.075000001118
node,highlands,128,6,soil-saturation,73,27236,30903.762299999362
node,highlands,128,6,water-wasm,73,22265,25740.407699999865
node,highlands,128,6,combined,73,19059,19705.867400001967
node,highlands,128,7,baseline,73,24236,24910.852700001094
node,highlands,128,7,water-sparse,73,22014,23214.077099999413
node,highlands,128,7,soil-cache,73,23281,25628.994499998167
node,highlands,128,7,soil-saturation,73,24799,26577.308600003133
node,highlands,128,7,water-wasm,73,19629,21062.772199999774
node,highlands,128,7,combined,73,16747,18739.705599998822
node,highlands,128,8,baseline,73,27952,29057.453500002855
node,highlands,128,8,water-sparse,73,26827,29034.68780000112
node,highlands,128,8,soil-cache,73,26626,30273.679800000507
node,highlands,128,8,soil-saturation,73,28019,30572.534799998626
node,highlands,128,8,water-wasm,73,23699,26118.89519999642
node,highlands,128,8,combined,73,21440,23791.237500002142
node,highlands,128,9,baseline,73,26266,28148.24520000117
node,highlands,128,9,water-sparse,73,23778,26512.48110000044
node,highlands,128,9,soil-cache,73,25112,29606.21010000026
node,highlands,128,9,soil-saturation,73,26046,27881.61880000285
node,highlands,128,9,water-wasm,73,21125,23022.160000001546
node,highlands,128,9,combined,73,18012,19415.24860000098
node,highlands,256,1,baseline,73,90115,94276.97559999861
node,highlands,256,1,water-sparse,73,76551,80291.45460000541
node,highlands,256,1,soil-cache,73,84467,89034.66270000301
node,highlands,256,1,soil-saturation,73,91301,95208.49250000436
node,highlands,256,1,water-wasm,73,75407,79025.16740000248
node,highlands,256,1,combined,73,62561,65734.30720000993
node,highlands,256,2,baseline,73,93861,96794.22069999762
node,highlands,256,2,water-sparse,73,78450,80455.67250000313
node,highlands,256,2,soil-cache,73,89294,92031.45860000327
node,highlands,256,2,soil-saturation,73,94783,97857.02499999199
node,highlands,256,2,water-wasm,73,80346,82795.55290000048
node,highlands,256,2,combined,73,63342,65207.440399996936
node,highlands,256,3,baseline,73,88200,90376.33779999893
node,highlands,256,3,water-sparse,73,85453,87365.46140000876
node,highlands,256,3,soil-cache,73,83927,86057.8783999877
node,highlands,256,3,soil-saturation,73,90753,92489.74160000775
node,highlands,256,3,water-wasm,73,76899,78828.5484999856
node,highlands,256,3,combined,73,72403,74375.0528000053
node,highlands,96,1,baseline,73,19266,19561.496700000054
node,highlands,96,1,water-sparse,73,19503,19860.68479999995
node,highlands,96,1,soil-cache,73,18153,18306.413800000028
node,highlands,96,1,soil-saturation,73,19095,19394.16280000001
node,highlands,96,1,water-wasm,73,16217,16393.485699999987
node,highlands,96,1,combined,73,14877,15014.706400000046
node,islands,128,1,baseline,73,120203,129265.23810000089
node,islands,128,1,water-sparse,73,92902,96898.63959999976
node,islands,128,1,soil-cache,73,110919,116179.31099999952
node,islands,128,1,soil-saturation,73,110392,114974.84119999944
node,islands,128,1,water-wasm,73,94174,98790.62840000144
node,islands,128,1,combined,73,63826,66245.6407000001
node,islands,128,10,baseline,73,119609,124304.31100000069
node,islands,128,10,water-sparse,73,91301,95495.61870000279
node,islands,128,10,soil-cache,73,110564,115537.21510000108
node,islands,128,10,soil-saturation,73,108762,113049.31389999995
node,islands,128,10,water-wasm,73,93185,96562.40149999969
node,islands,128,10,combined,73,62719,65551.39610000001
node,islands,128,11,baseline,73,118437,122333.40559999924
node,islands,128,11,water-sparse,73,91730,94251.28470000299
node,islands,128,11,soil-cache,73,112111,116024.48359999806
node,islands,128,11,soil-saturation,73,112704,116953.07389999693
node,islands,128,11,water-wasm,73,96952,100391.24649999943
node,islands,128,11,combined,73,62513,64353.8590000011
node,islands,128,12,baseline,73,122613,125708.79600000335
node,islands,128,12,water-sparse,73,93362,96132.0977000012
node,islands,128,12,soil-cache,73,116720,121149.4617999997
node,islands,128,12,soil-saturation,73,121905,125495.04069999838
node,islands,128,12,water-wasm,73,98551,101991.16490000067
node,islands,128,12,combined,73,63844,65748.46020000149
node,islands,128,13,baseline,73,112109,117704.84190000128
node,islands,128,13,water-sparse,73,89531,94122.1139999982
node,islands,128,13,soil-cache,73,107643,111781.46250000037
node,islands,128,13,soil-saturation,73,105170,108249.2799999984
node,islands,128,13,water-wasm,73,88032,90936.59179999726
node,islands,128,13,combined,73,60392,62577.05490000313
node,islands,128,14,baseline,73,116781,118903.94099999778
node,islands,128,14,water-sparse,73,89607,92112.44980000239
node,islands,128,14,soil-cache,73,111062,114254.67810000014
node,islands,128,14,soil-saturation,73,111291,113701.62470000237
node,islands,128,14,water-wasm,73,91283,93419.73730000202
node,islands,128,14,combined,73,60448,61818.03609999642
node,islands,128,15,baseline,73,108790,111209.7369999974
node,islands,128,15,water-sparse,73,82387,83904.1157000023
node,islands,128,15,soil-cache,73,101795,104693.35090000043
node,islands,128,15,soil-saturation,73,109191,112765.34419999877
node,islands,128,15,water-wasm,73,87346,89832.81999999704
node,islands,128,15,combined,73,56388,57615.70630000066
node,islands,128,16,baseline,73,130159,133093.17919999966
node,islands,128,16,water-sparse,73,97402,99659.3369999989
node,islands,128,16,soil-cache,73,117580,120287.66830000002
node,islands,128,16,soil-saturation,73,117342,120101.86490000272
node,islands,128,16,water-wasm,73,96049,97928.95829999913
node,islands,128,16,combined,73,65904,67061.07370000193
node,islands,128,17,baseline,73,116190,120329.78920000093
node,islands,128,17,water-sparse,73,86156,88283.56909999857
node,islands,128,17,soil-cache,73,105237,108816.21460000006
node,islands,128,17,soil-saturation,73,105376,109216.68010000093
node,islands,128,17,water-wasm,73,89765,93561.69380000327
node,islands,128,17,combined,73,61611,65005.81820000149
node,islands,128,18,baseline,73,124530,127243.34129999764
node,islands,128,18,water-sparse,73,90642,92446.37840000214
node,islands,128,18,soil-cache,73,109751,111762.8360999967
node,islands,128,18,soil-saturation,73,110111,112440.42819999857
node,islands,128,18,water-wasm,73,95373,98329.08759999974
node,islands,128,18,combined,73,62500,63590.853100003675
node,islands,128,19,baseline,73,131238,134544.42129999772
node,islands,128,19,water-sparse,73,101235,103914.22799999779
node,islands,128,19,soil-cache,73,126252,129996.4993999959
node,islands,128,19,soil-saturation,73,125527,129050.24879999505
node,islands,128,19,water-wasm,73,104405,107885.68740000296
node,islands,128,19,combined,73,68998,70516.65540000144
node,islands,128,2,baseline,73,116984,122402.29599999939
node,islands,128,2,water-sparse,73,92044,101993.36540000094
node,islands,128,2,soil-cache,73,109748,116428.0169000004
node,islands,128,2,soil-saturation,73,111081,118090.88269999926
node,islands,128,2,water-wasm,73,92330,97109.18349999981
node,islands,128,2,combined,73,61358,65113.56170000089
node,islands,128,20,baseline,73,130560,135637.7111999942
node,islands,128,20,water-sparse,73,100185,103086.1244000066
node,islands,128,20,soil-cache,73,125270,129422.9663000037
node,islands,128,20,soil-saturation,73,126312,131176.88299999386
node,islands,128,20,water-wasm,73,103575,107439.08229999896
node,islands,128,20,combined,73,68801,70822.3932000054
node,islands,128,21,baseline,73,111497,119077.75099999737
node,islands,128,21,water-sparse,73,87753,93377.1625999976
node,islands,128,21,soil-cache,73,104719,110239.7974999994
node,islands,128,21,soil-saturation,73,107061,115232.91049999371
node,islands,128,21,water-wasm,73,91502,98040.33019999601
node,islands,128,21,combined,73,60794,65379.36780000385
node,islands,128,22,baseline,73,122613,125736.47019999474
node,islands,128,22,water-sparse,73,94681,97772.16750000603
node,islands,128,22,soil-cache,73,113923,117174.25599999726
node,islands,128,22,soil-saturation,73,117342,120743.87410000339
node,islands,128,22,water-wasm,73,99716,102927.21410000324
node,islands,128,22,combined,73,66061,67735.8458000021
node,islands,128,23,baseline,73,117957,122305.53250000067
node,islands,128,23,water-sparse,73,89938,93621.794999999
node,islands,128,23,soil-cache,73,111468,116059.29879999906
node,islands,128,23,soil-saturation,73,110750,115755.59210000094
node,islands,128,23,water-wasm,73,92356,96343.55909999646
node,islands,128,23,combined,73,63204,65738.81979999878
node,islands,128,24,baseline,73,135018,142723.27520000283
node,islands,128,24,water-sparse,73,101705,108248.34229999129
node,islands,128,24,soil-cache,73,124216,133992.26549999416
node,islands,128,24,soil-saturation,73,126280,134655.8130000066
node,islands,128,24,water-wasm,73,105971,112179.66219999641
node,islands,128,24,combined,73,69340,73326.44659999665
node,islands,128,25,baseline,73,120989,125516.5906999996
node,islands,128,25,water-sparse,73,93198,97353.183500004
node,islands,128,25,soil-cache,73,115190,119786.85139999446
node,islands,128,25,soil-saturation,73,115577,120875.38840000425
node,islands,128,25,water-wasm,73,93514,97687.11490000412
node,islands,128,25,combined,73,62495,64540.51109999698
node,islands,128,26,baseline,73,109216,113099.62820000015
node,islands,128,26,water-sparse,73,86094,89249.92180000152
node,islands,128,26,soil-cache,73,104361,108558.79599999636
node,islands,128,26,soil-saturation,73,106246,110203.91210000217
node,islands,128,26,water-wasm,73,88485,91318.74730000179
node,islands,128,26,combined,73,59471,62236.610600005835
node,islands,128,27,baseline,73,136485,143434.84059999976
node,islands,128,27,water-sparse,73,103835,113947.12619999982
node,islands,128,27,soil-cache,73,128024,133100.38260000385
node,islands,128,27,soil-saturation,73,129925,135224.43990000244
node,islands,128,27,water-wasm,73,107421,111379.1835000012
node,islands,128,27,combined,73,72548,75240.16069999617
node,islands,128,28,baseline,73,127705,141436.41649999842
node,islands,128,28,water-sparse,73,96330,103819.84239999577
node,islands,128,28,soil-cache,73,117921,123669.60730000213
node,islands,128,28,soil-saturation,73,118987,122628.92759999912
node,islands,128,28,water-wasm,73,100576,103962.97240000032
node,islands,128,28,combined,73,67359,70880.53680000082
node,islands,128,29,baseline,73,133391,147579.71759999823
node,islands,128,29,water-sparse,73,100895,107490.76040000096
node,islands,128,29,soil-cache,73,123330,130249.7124000024
node,islands,128,29,soil-saturation,73,125471,131252.12960000057
node,islands,128,29,water-wasm,73,102031,106403.65570000466
node,islands,128,29,combined,73,68077,71204.24880000483
node,islands,128,3,baseline,73,120519,125836.59500000044
node,islands,128,3,water-sparse,73,89311,91558.39039999922
node,islands,128,3,soil-cache,73,116064,123784.12049999973
node,islands,128,3,soil-saturation,73,113785,116698.33979999926
node,islands,128,3,water-wasm,73,95984,104844.24960000091
node,islands,128,3,combined,73,63310,65312.616800000425
node,islands,128,30,baseline,73,123841,150708.25510000344
node,islands,128,30,water-sparse,73,97393,106496.37890000083
node,islands,128,30,soil-cache,73,116669,125868.29539999459
node,islands,128,30,soil-saturation,73,117377,125157.00369999371
node,islands,128,30,water-wasm,73,100504,108069.93159999698
node,islands,128,30,combined,73,66377,70478.14039999526
node,islands,128,4,baseline,73,123404,129783.54999999981
node,islands,128,4,water-sparse,73,93827,96917.6314999985
node,islands,128,4,soil-cache,73,112249,114979.1641000025
node,islands,128,4,soil-saturation,73,115379,118252.34210000164
node,islands,128,4,water-wasm,73,95143,101101.17229999974
node,islands,128,4,combined,73,64237,71711.96230000188
node,islands,128,5,baseline,73,116981,122561.38589999941
node,islands,128,5,water-sparse,73,91405,93884.63689999911
node,islands,128,5,soil-cache,73,110577,113471.76830000081
node,islands,128,5,soil-saturation,73,110110,116318.13879999891
node,islands,128,5,water-wasm,73,95093,103591.39880000055
node,islands,128,5,combined,73,63203,68422.70110000041
node,islands,128,6,baseline,73,116379,121915.57090000086
node,islands,128,6,water-sparse,73,89967,93226.07840000186
node,islands,128,6,soil-cache,73,109578,112876.19450000138
node,islands,128,6,soil-saturation,73,111249,120222.97510000225
node,islands,128,6,water-wasm,73,94531,109974.6791000003
node,islands,128,6,combined,73,61234,67735.43860000069
node,islands,128,7,baseline,73,110673,114197.08529999945
node,islands,128,7,water-sparse,73,85707,88505.71379999956
node,islands,128,7,soil-cache,73,104795,107806.84310000017
node,islands,128,7,soil-saturation,73,104858,107866.0205000015
node,islands,128,7,water-wasm,73,88311,91663.05019999808
node,islands,128,7,combined,73,59854,61985.099399996456
node,islands,128,8,baseline,73,124422,128117.5391000025
node,islands,128,8,water-sparse,73,93551,96574.58710000245
node,islands,128,8,soil-cache,73,115756,118688.97399999807
node,islands,128,8,soil-saturation,73,116595,119546.97350000031
node,islands,128,8,water-wasm,73,95919,99233.89399999706
node,islands,128,8,combined,73,63141,64962.327099997085
node,islands,128,9,baseline,73,124513,129218.09340000385
node,islands,128,9,water-sparse,73,94951,98207.83340000082
node,islands,128,9,soil-cache,73,115370,118779.50129999453
node,islands,128,9,soil-saturation,73,115701,118846.69270000001
node,islands,128,9,water-wasm,73,99392,102769.51429999806
node,islands,128,9,combined,73,66264,68593.1110000005
node,islands,256,1,baseline,77,355238,366736.21879998595
node,islands,256,1,water-sparse,77,275373,287257.4060000088
node,islands,256,1,soil-cache,77,341783,351258.9613000043
node,islands,256,1,soil-saturation,77,339649,347606.47330000065
node,islands,256,1,water-wasm,77,279275,284944.56960001215
node,islands,256,1,combined,77,185595,189400.8725999929
node,islands,256,2,baseline,77,371653,386685.13890000246
node,islands,256,2,water-sparse,77,270957,278597.6321999915
node,islands,256,2,soil-cache,77,345512,364295.5819999948
node,islands,256,2,soil-saturation,77,359091,378457.5792999957
node,islands,256,2,water-wasm,77,289957,297776.9198000096
node,islands,256,2,combined,77,195565,203549.45350000262
node,islands,256,3,baseline,77,371650,383144.16089999676
node,islands,256,3,water-sparse,77,285654,294688.685399998
node,islands,256,3,soil-cache,77,357379,382530.12359999865
node,islands,256,3,soil-saturation,77,361760,388786.0577000044
node,islands,256,3,water-wasm,77,304717,317461.31080001034
node,islands,256,3,combined,77,200684,217320.3148999978
node,islands,96,1,baseline,73,67375,74119.88409999976
node,islands,96,1,water-sparse,73,51612,53051.86920000015
node,islands,96,1,soil-cache,73,62847,66657.44690000016
node,islands,96,1,soil-saturation,73,61346,63640.58170000005
node,islands,96,1,water-wasm,73,49515,50775.94730000003
node,islands,96,1,combined,73,33972,34837.66830000002
node,lakeBasin,128,1,baseline,73,96703,98677.82920000283
node,lakeBasin,128,1,water-sparse,73,72470,74368.88510000007
node,lakeBasin,128,1,soil-cache,73,87502,89625.95079999976
node,lakeBasin,128,1,soil-saturation,73,92573,94586.22220000206
node,lakeBasin,128,1,water-wasm,73,74499,75911.1251000003
node,lakeBasin,128,1,combined,73,49190,50427.88859999925
node,lakeBasin,128,10,baseline,73,91765,94721.29809999792
node,lakeBasin,128,10,water-sparse,73,72188,73800.33169999998
node,lakeBasin,128,10,soil-cache,73,84394,86760.82380000362
node,lakeBasin,128,10,soil-saturation,73,85215,86708.34369999869
node,lakeBasin,128,10,water-wasm,73,71044,72605.84129999764
node,lakeBasin,128,10,combined,73,47122,48084.134899998084
node,lakeBasin,128,11,baseline,73,92781,96044.03390000947
node,lakeBasin,128,11,water-sparse,73,70766,73394.95460000215
node,lakeBasin,128,11,soil-cache,73,86434,89287.03379999893
node,lakeBasin,128,11,soil-saturation,73,87350,90026.50500000082
node,lakeBasin,128,11,water-wasm,73,71858,73545.3767000027
node,lakeBasin,128,11,combined,73,49326,50603.36460000044
node,lakeBasin,128,12,baseline,73,88440,90734.16619999846
node,lakeBasin,128,12,water-sparse,73,69735,71408.19009999838
node,lakeBasin,128,12,soil-cache,73,83204,86019.37980000395
node,lakeBasin,128,12,soil-saturation,73,84799,86707.555999998
node,lakeBasin,128,12,water-wasm,73,70175,71799.53040000005
node,lakeBasin,128,12,combined,73,47585,48497.04130000388
node,lakeBasin,128,13,baseline,73,99047,101524.70499999076
node,lakeBasin,128,13,water-sparse,73,76891,78419.82949999906
node,lakeBasin,128,13,soil-cache,73,92674,94764.09739999846
node,lakeBasin,128,13,soil-saturation,73,93842,96038.92709999718
node,lakeBasin,128,13,water-wasm,73,78144,80962.34589999635
node,lakeBasin,128,13,combined,73,51392,53032.46209999826
node,lakeBasin,128,14,baseline,73,89014,91504.77119999751
node,lakeBasin,128,14,water-sparse,73,70226,71730.96349999588
node,lakeBasin,128,14,soil-cache,73,84377,86573.25379999634
node,lakeBasin,128,14,soil-saturation,73,84302,85583.16140000243
node,lakeBasin,128,14,water-wasm,73,68282,69853.4371000044
node,lakeBasin,128,14,combined,73,46094,46898.41119999997
node,lakeBasin,128,15,baseline,73,85358,87348.1886999961
node,lakeBasin,128,15,water-sparse,73,66426,68606.31450000405
node,lakeBasin,128,15,soil-cache,73,81077,83088.52769999206
node,lakeBasin,128,15,soil-saturation,73,81809,84496.69060000312
node,lakeBasin,128,15,water-wasm,73,67708,69278.73450000025
node,lakeBasin,128,15,combined,73,44996,46250.333700004965
node,lakeBasin,128,16,baseline,73,82252,84477.74660000112
node,lakeBasin,128,16,water-sparse,73,65469,67392.84790000506
node,lakeBasin,128,16,soil-cache,73,78516,81681.56280000508
node,lakeBasin,128,16,soil-saturation,73,78669,80894.59460000042
node,lakeBasin,128,16,water-wasm,73,66736,68383.59379999992
node,lakeBasin,128,16,combined,73,45063,46334.5996000031
node,lakeBasin,128,17,baseline,73,83941,85465.54170001205
node,lakeBasin,128,17,water-sparse,73,65436,66966.98829999659
node,lakeBasin,128,17,soil-cache,73,79073,80718.1568999989
node,lakeBasin,128,17,soil-saturation,73,78840,80234.3648999976
node,lakeBasin,128,17,water-wasm,73,64298,65676.59059999883
node,lakeBasin,128,17,combined,73,43387,44311.77839999739
node,lakeBasin,128,18,baseline,73,91141,93127.13760000095
node,lakeBasin,128,18,water-sparse,73,70565,72044.49439999927
node,lakeBasin,128,18,soil-cache,73,83583,85274.21830000076
node,lakeBasin,128,18,soil-saturation,73,85401,87713.31540000346
node,lakeBasin,128,18,water-wasm,73,71721,73453.28440000582
node,lakeBasin,128,18,combined,73,49016,50222.31849999912
node,lakeBasin,128,19,baseline,73,78751,80869.2267999975
node,lakeBasin,128,19,water-sparse,73,62108,63545.86379999574
node,lakeBasin,128,19,soil-cache,73,74972,76870.60190000013
node,lakeBasin,128,19,soil-saturation,73,76190,78267.86259999778
node,lakeBasin,128,19,water-wasm,73,61843,63145.40449999925
node,lakeBasin,128,19,combined,73,41500,42486.69889999926
node,lakeBasin,128,2,baseline,73,96112,98223.47340000048
node,lakeBasin,128,2,water-sparse,73,78764,80097.6222999976
node,lakeBasin,128,2,soil-cache,73,92955,95123.13160000229
node,lakeBasin,128,2,soil-saturation,73,93577,95636.26820000075
node,lakeBasin,128,2,water-wasm,73,79529,81158.24160000077
node,lakeBasin,128,2,combined,73,52218,53139.49949999759
node,lakeBasin,128,20,baseline,73,83890,85936.33230000269
node,lakeBasin,128,20,water-sparse,73,66676,68164.09020000417
node,lakeBasin,128,20,soil-cache,73,80781,82508.4502000045
node,lakeBasin,128,20,soil-saturation,73,81876,83198.80669999868
node,lakeBasin,128,20,water-wasm,73,66652,67905.32170000486
node,lakeBasin,128,20,combined,73,44958,45702.20770000573
node,lakeBasin,128,21,baseline,73,93282,95517.54419999974
node,lakeBasin,128,21,water-sparse,73,72842,78786.91250000015
node,lakeBasin,128,21,soil-cache,73,86375,88714.84060000005
node,lakeBasin,128,21,soil-saturation,73,93137,102387.56619999971
node,lakeBasin,128,21,water-wasm,73,73250,75612.04089999985
node,lakeBasin,128,21,combined,73,49093,50089.22679999989
node,lakeBasin,128,22,baseline,73,94813,97455.05839999986
node,lakeBasin,128,22,water-sparse,73,70595,71865.38269999971
node,lakeBasin,128,22,soil-cache,73,90250,95239.5950999997
node,lakeBasin,128,22,soil-saturation,73,87966,90293.62920000032
node,lakeBasin,128,22,water-wasm,73,77563,83170.53540000004
node,lakeBasin,128,22,combined,73,49939,50904.1788999999
node,lakeBasin,128,23,baseline,73,95771,98931.1953000002
node,lakeBasin,128,23,water-sparse,73,72125,73875.57469999991
node,lakeBasin,128,23,soil-cache,73,87239,88845.51060000021
node,lakeBasin,128,23,soil-saturation,73,89717,93580.95209999975
node,lakeBasin,128,23,water-wasm,73,71721,72960.3355000002
node,lakeBasin,128,23,combined,73,50689,53841.31620000019
node,lakeBasin,128,24,baseline,73,87625,89325.64049999989
node,lakeBasin,128,24,water-sparse,73,67386,72882.54479999974
node,lakeBasin,128,24,soil-cache,73,81565,83791.94769999995
node,lakeBasin,128,24,soil-saturation,73,81624,83407.68580000005
node,lakeBasin,128,24,water-wasm,73,65922,67114.64729999972
node,lakeBasin,128,24,combined,73,46610,47383.565400000225
node,lakeBasin,128,25,baseline,73,88315,92496.33959999937
node,lakeBasin,128,25,water-sparse,73,67232,72020.7452
node,lakeBasin,128,25,soil-cache,73,82315,84528.95009999978
node,lakeBasin,128,25,soil-saturation,73,82107,86099.80270000029
node,lakeBasin,128,25,water-wasm,73,68346,79144.36430000036
node,lakeBasin,128,25,combined,73,46155,54278.12000000023
node,lakeBasin,128,26,baseline,73,84374,87351.99819999957
node,lakeBasin,128,26,water-sparse,73,66278,72647.77819999901
node,lakeBasin,128,26,soil-cache,73,78186,80101.89339999977
node,lakeBasin,128,26,soil-saturation,73,81755,93629.67320000008
node,lakeBasin,128,26,water-wasm,73,68059,75895.4418999994
node,lakeBasin,128,26,combined,73,46310,48225.93819999928
node,lakeBasin,128,27,baseline,73,86516,89433.61629999964
node,lakeBasin,128,27,water-sparse,73,68095,72696.99400000065
node,lakeBasin,128,27,soil-cache,73,83124,88965.2874999994
node,lakeBasin,128,27,soil-saturation,73,81859,84561.35400000017
node,lakeBasin,128,27,water-wasm,73,69324,85582.4315999999
node,lakeBasin,128,27,combined,73,46345,48300.6095999995
node,lakeBasin,128,28,baseline,73,86281,94945.73049999995
node,lakeBasin,128,28,water-sparse,73,66017,68050.228
node,lakeBasin,128,28,soil-cache,73,80593,92475.60590000008
node,lakeBasin,128,28,soil-saturation,73,82767,88108.56430000009
node,lakeBasin,128,28,water-wasm,73,66265,68876.17619999929
node,lakeBasin,128,28,combined,73,46173,58197.468200000236
node,lakeBasin,128,29,baseline,73,104079,109887.9405999995
node,lakeBasin,128,29,water-sparse,73,77329,80411.10740000114
node,lakeBasin,128,29,soil-cache,73,97174,103344.58490000176
node,lakeBasin,128,29,soil-saturation,73,98308,103109.04789999896
node,lakeBasin,128,29,water-wasm,73,80144,85406.38760000002
node,lakeBasin,128,29,combined,73,53218,56165.74490000063
node,lakeBasin,128,3,baseline,73,102746,104970.21940000262
node,lakeBasin,128,3,water-sparse,73,79094,81006.26319999853
node,lakeBasin,128,3,soil-cache,73,96824,98625.84719999786
node,lakeBasin,128,3,soil-saturation,73,96814,98748.89770000149
node,lakeBasin,128,3,water-wasm,73,79407,80626.69590000063
node,lakeBasin,128,3,combined,73,54122,55165.39249999914
node,lakeBasin,128,30,baseline,73,92703,98089.19810000074
node,lakeBasin,128,30,water-sparse,73,70092,74042.91079999949
node,lakeBasin,128,30,soil-cache,73,85997,90180.30779999983
node,lakeBasin,128,30,soil-saturation,73,87824,93374.76920000068
node,lakeBasin,128,30,water-wasm,73,72179,77161.28430000157
node,lakeBasin,128,30,combined,73,50048,52708.73439999879
node,lakeBasin,128,4,baseline,73,92048,94605.637800002
node,lakeBasin,128,4,water-sparse,73,74253,76004.11350000463
node,lakeBasin,128,4,soil-cache,73,83129,85472.07289999956
node,lakeBasin,128,4,soil-saturation,73,88373,90253.49460000219
node,lakeBasin,128,4,water-wasm,73,70033,71751.85640000133
node,lakeBasin,128,4,combined,73,47919,49498.90379999904
node,lakeBasin,128,5,baseline,73,98495,102061.91449999809
node,lakeBasin,128,5,water-sparse,73,75965,79032.4990999992
node,lakeBasin,128,5,soil-cache,73,92514,104547.36710000085
node,lakeBasin,128,5,soil-saturation,73,95457,100964.58850000007
node,lakeBasin,128,5,water-wasm,73,76423,79854.28199999966
node,lakeBasin,128,5,combined,73,51082,52804.6857999987
node,lakeBasin,128,6,baseline,73,97216,115210.93520000018
node,lakeBasin,128,6,water-sparse,73,75377,79541.63820000179
node,lakeBasin,128,6,soil-cache,73,91657,98661.84049999714
